"Timestamp";"CPU cores";"CPU capacity provisioned [MHZ]";"CPU usage [MHZ]";"CPU usage [%]";"Memory capacity provisioned [KB]";"Memory usage [KB]";"Memory usage [%]";"Disk read throughput [KB/s]";"Disk write throughput [KB/s]";"Disk size [GB]";"Network received throughput [KB/s]";"Network transmitted throughput [KB/s]"
"05.11.2015 10:30:00";"2";"0";"54";"1,13";"4194304";"236978";"5,65";"0";"1";"50";"0";"0"
"05.11.2015 10:35:00";"2";"0";"57";"1,19";"4194304";"253755";"6,05";"0";"2";"50";"0";"0"
"05.11.2015 10:40:00";"2";"0";"49";"1,03";"4194304";"217684";"5,19";"0";"1";"50";"0";"0"
"05.11.2015 10:45:00";"2";"0";"49";"1,03";"4194304";"206360";"4,92";"0";"1";"50";"0";"0"
"05.11.2015 10:50:00";"2";"0";"49";"1,03";"4194304";"142187";"3,39";"0";"1";"50";"0";"0"
"05.11.2015 10:55:00";"2";"0";"49";"1,03";"4194304";"217684";"5,19";"0";"1";"50";"0";"0"
"05.11.2015 11:00:00";"2";"0";"53";"1,11";"4194304";"181194";"4,32";"0";"2";"50";"0";"0"
"05.11.2015 11:05:00";"2";"0";"52";"1,09";"4194304";"133798";"3,19";"0";"1";"50";"0";"0"
"05.11.2015 11:10:00";"2";"0";"54";"1,13";"4194304";"175741";"4,19";"0";"1";"50";"0";"0"
"05.11.2015 11:15:00";"2";"0";"51";"1,07";"4194304";"209296";"4,99";"0";"1";"50";"0";"0"
"05.11.2015 11:20:00";"2";"0";"50";"1,06";"4194304";"262144";"6,25";"0";"1";"50";"0";"0"
"05.11.2015 11:25:00";"2";"0";"57";"1,19";"4194304";"236978";"5,65";"0";"3";"50";"0";"0"
"05.11.2015 11:30:00";"2";"0";"55";"1,16";"4194304";"200907";"4,79";"0";"4";"50";"0";"0"
"05.11.2015 11:35:00";"2";"0";"58";"1,21";"4194304";"186647";"4,45";"0";"2";"50";"0";"0"
"05.11.2015 11:40:00";"2";"0";"53";"1,11";"4194304";"172805";"4,12";"0";"1";"50";"0";"0"
"05.11.2015 11:45:00";"2";"0";"53";"1,12";"4194304";"178258";"4,25";"0";"1";"50";"0";"0"
"05.11.2015 11:50:00";"2";"0";"52";"1,09";"4194304";"184130";"4,39";"0";"1";"50";"0";"0"
"05.11.2015 11:55:00";"2";"0";"51";"1,07";"4194304";"217684";"5,19";"0";"1";"50";"0";"0"
"05.11.2015 12:00:00";"2";"0";"50";"1,05";"4194304";"184130";"4,39";"0";"1";"50";"0";"0"
"05.11.2015 12:05:00";"2";"0";"50";"1,06";"4194304";"203424";"4,85";"0";"1";"50";"0";"0"
"05.11.2015 12:10:00";"2";"0";"50";"1,05";"4194304";"136315";"3,25";"0";"1";"50";"0";"0"
"05.11.2015 12:15:00";"2";"0";"51";"1,07";"4194304";"144703";"3,45";"0";"1";"50";"0";"0"
"05.11.2015 12:20:00";"2";"0";"49";"1,04";"4194304";"186647";"4,45";"0";"1";"50";"0";"0"
"05.11.2015 12:25:00";"2";"0";"56";"1,17";"4194304";"147640";"3,52";"0";"3";"50";"0";"0"
"05.11.2015 12:30:00";"2";"0";"52";"1,09";"4194304";"200907";"4,79";"0";"2";"50";"0";"0"
"05.11.2015 12:35:00";"2";"0";"56";"1,18";"4194304";"226073";"5,39";"0";"2";"50";"0";"0"
"05.11.2015 12:40:00";"2";"0";"51";"1,07";"4194304";"234462";"5,59";"0";"2";"50";"0";"0"
"05.11.2015 12:45:00";"2";"0";"50";"1,04";"4194304";"214748";"5,12";"0";"1";"50";"0";"0"
"05.11.2015 12:50:00";"2";"0";"49";"1,04";"4194304";"251239";"5,99";"0";"1";"50";"0";"0"
"05.11.2015 12:55:00";"2";"0";"50";"1,06";"4194304";"192519";"4,59";"0";"1";"50";"0";"0"
"05.11.2015 13:00:00";"2";"0";"50";"1,05";"4194304";"223137";"5,32";"0";"1";"50";"0";"0"
"05.11.2015 13:05:00";"2";"0";"52";"1,1";"4194304";"209296";"4,99";"0";"1";"50";"0";"0"
"05.11.2015 13:10:00";"2";"0";"50";"1,05";"4194304";"158964";"3,79";"0";"1";"50";"0";"0"
"05.11.2015 13:15:00";"2";"0";"52";"1,09";"4194304";"195035";"4,65";"0";"1";"50";"0";"0"
"05.11.2015 13:20:00";"2";"0";"51";"1,08";"4194304";"209296";"4,99";"0";"1";"50";"0";"0"
"05.11.2015 13:25:00";"2";"0";"55";"1,16";"4194304";"268016";"6,39";"0";"2";"50";"0";"0"
"05.11.2015 13:30:00";"2";"0";"52";"1,09";"4194304";"268016";"6,39";"0";"2";"50";"0";"0"
"05.11.2015 13:35:00";"2";"0";"56";"1,17";"4194304";"234462";"5,59";"0";"2";"50";"0";"0"
"05.11.2015 13:40:00";"2";"0";"52";"1,1";"4194304";"184130";"4,39";"0";"2";"50";"0";"0"
"05.11.2015 13:45:00";"2";"0";"52";"1,09";"4194304";"184130";"4,39";"0";"15";"50";"0";"0"
"05.11.2015 13:50:00";"2";"0";"51";"1,07";"4194304";"184130";"4,39";"0";"1";"50";"0";"0"
"05.11.2015 13:55:00";"2";"0";"52";"1,09";"4194304";"200907";"4,79";"0";"1";"50";"0";"0"
"05.11.2015 14:00:00";"2";"0";"51";"1,08";"4194304";"175741";"4,19";"0";"1";"50";"0";"0"
"05.11.2015 14:05:00";"2";"0";"52";"1,09";"4194304";"268016";"6,39";"0";"1";"50";"0";"0"
